customer_id,first_name,last_name,email,city,state,segment,join_date,is_active
CUST_00022,Katie,Boyd,joshuajones@example.com,West Matthew,Ohio,Wholesale,2016-05-15,True
CUST_00023,Devon,Hall,jasminebrown@example.com,Amychester,Arkansas,Online,2018-07-09,False
CUST_00024,Marissa,Price,gateskathy@example.com,Smithstad,Maryland,Wholesale,2021-08-20,False
CUST_00025,Melissa,Ashley,vmedina@example.net,South Jeffrey,Nevada,Retail,2023-04-06,True
CUST_00026,Anthony,Rogers,dramsey@example.org,South Brittanytown,Colorado,Retail,2025-12-07,False
CUST_00027,Roy,Camacho,brentgray@example.org,Murphyfurt,Louisiana,Wholesale,2022-03-04,True
CUST_00028,Johnny,Miller,currybrett@example.com,Lake Casey,Tennessee,Online,2015-09-08,True
CUST_00029,Karen,Herring,maryhowell@example.org,South Elizabeth,Oregon,Retail,2018-09-16,True
CUST_00030,Steven,Scott,gary91@example.org,Danieltown,Maryland,Retail,2024-10-17,True
CUST_00031,Erica,Rubio,mdavid@example.org,North Heidi,Maryland,Online,2025-03-19,False
CUST_00032,Linda,Hogan,reedross@example.com,New Deborahtown,Nebraska,Online,2023-05-05,True
CUST_00033,Daniel,Yu,bzimmerman@example.org,Christinaside,Wyoming,Retail,2023-03-24,True
CUST_00034,Steven,Petersen,marcus31@example.com,Sanchezmouth,Oregon,Wholesale,2025-05-20,False
CUST_00035,Elizabeth,Rogers,lrosales@example.com,West Lauren,Michigan,Wholesale,2019-10-04,True
CUST_00036,Nicole,Haynes,angela83@example.org,Lake Richard,Oklahoma,Retail,2019-02-02,False
CUST_00037,Hannah,Brewer,bwest@example.org,Jeffreybury,Maryland,Retail,2026-04-18,True
CUST_00038,Bonnie,Kennedy,ronald85@example.com,Nelsonview,Iowa,Wholesale,2017-01-19,True
CUST_00039,Jennifer,Stewart,jamesrodgers@example.com,Tinaborough,Maine,Online,2018-11-14,True
CUST_00040,Michael,Turner,joshuamccann@example.net,Heidiberg,South Dakota,Retail,2023-05-09,True
CUST_00041,Curtis,Smith,taylor75@example.org,West Shelleyfort,Delaware,Online,2016-02-11,True
CUST_00042,Richard,Jones,hernandezlisa@example.com,East Davidchester,Rhode Island,Online,2025-02-21,False
CUST_00043,Krystal,Perez,chayes@example.com,Torreston,South Carolina,Wholesale,2016-09-08,False
CUST_00044,Stacey,Clark,josephmiller@example.org,New Charles,Alabama,Online,2021-12-13,True
CUST_00045,Shannon,Wheeler,antonio44@example.net,Jonesbury,Kentucky,Online,2025-08-19,True
CUST_00046,Brittany,Lara,ronaldstephens@example.net,West Margaret,California,Wholesale,2016-01-06,True
CUST_00047,Gabriel,Parker,scott74@example.net,Benderhaven,Ohio,Online,2023-05-27,True
CUST_00048,Samuel,George,mnavarro@example.com,North Jeremyshire,Pennsylvania,Wholesale,2015-05-09,False
CUST_00049,Yvonne,Chambers,barbara27@example.net,Moonburgh,Pennsylvania,Wholesale,2022-06-01,True
CUST_00050,Cynthia,Vasquez,harrisonricky@example.com,Port Eugenechester,Vermont,Retail,2023-06-06,True
CUST_00051,Keith,Landry,gibsonleonard@example.com,Port Richardhaven,Alabama,Retail,2026-03-10,True
CUST_00052,Molly,Murray,lopezmichael@example.com,Wolfborough,Louisiana,Retail,2024-05-05,True
CUST_00053,David,Roberts,omartinez@example.net,Lake Eric,Oklahoma,Retail,2015-03-26,True
CUST_00054,Andrea,Davis,murraydavid@example.org,Cantuport,North Carolina,Online,2019-08-27,True
CUST_00055,Robert,Olson,jsanchez@example.org,Leehaven,West Virginia,Retail,2017-04-28,False
CUST_00056,Michelle,Hill,ymorgan@example.net,Loriport,Washington,Wholesale,2020-01-30,True
CUST_00057,Mary,Carpenter,cgrimes@example.net,Reedside,Wisconsin,Retail,2024-03-30,True
CUST_00058,Nicholas,Cantu,tinaallen@example.com,Port Kimberly,Arizona,Wholesale,2020-05-31,True
CUST_00059,Julie,Thornton,qhughes@example.net,South Tammie,Florida,Retail,2023-07-19,True
CUST_00060,Tammy,Rivera,sawyerscott@example.net,Smithberg,Nebraska,Online,2026-02-20,True
CUST_00061,Tara,Jones,matthew61@example.com,Finleyfort,Ohio,Retail,2015-08-12,True
CUST_00062,Christina,Young,wendy16@example.org,South Garrettport,Alaska,Wholesale,2015-10-13,True
CUST_00063,Mark,Brown,nicholas23@example.net,Knightburgh,Hawaii,Retail,2017-12-23,True
CUST_00064,Christian,Pitts,tyleraguilar@example.org,Littlemouth,Kentucky,Wholesale,2015-02-28,True
CUST_00065,Rachel,Marshall,erica21@example.com,Vanessaport,South Dakota,Wholesale,2022-03-21,False
CUST_00066,Hannah,Bryant,james67@example.org,South Ashley,Oregon,Retail,2020-01-13,True
CUST_00067,Victoria,Phillips,khill@example.net,New Julieport,Wyoming,Online,2018-11-30,True
CUST_00068,Catherine,Gomez,christinebyrd@example.net,Lake Colton,South Dakota,Wholesale,2025-12-30,True
CUST_00069,Benjamin,Kramer,rileyjessica@example.org,Markchester,Idaho,Retail,2018-06-01,True
CUST_00070,David,Ryan,alyssa42@example.com,Coffeyport,West Virginia,Retail,2020-10-05,True
CUST_00071,Linda,Mcdonald,taylortammy@example.net,Coffeyside,Mississippi,Retail,2016-07-15,True
CUST_00072,Krystal,Smith,gibsonemily@example.net,Brendastad,Connecticut,Wholesale,2018-12-23,True
CUST_00073,Thomas,Harvey,rose31@example.net,Blankenshipport,Tennessee,Retail,2021-12-12,True
CUST_00074,Darryl,Williams,torrestravis@example.org,New Derek,New Jersey,Online,2021-04-24,True
CUST_00075,Ellen,Paul,umatthews@example.org,Penafort,South Carolina,Online,2021-12-10,False
CUST_00076,Sheila,Ramirez,jeff73@example.com,Lake Michaelstad,Arkansas,Retail,2021-10-09,False
CUST_00077,Joshua,Donaldson,ndavis@example.net,North Kristinbury,Florida,Retail,2024-08-09,True
CUST_00078,Jamie,Gallegos,brendali@example.org,Kimtown,Louisiana,Wholesale,2017-06-18,True
CUST_00079,Vanessa,Fernandez,danieldelacruz@example.org,West Kristybury,Pennsylvania,Wholesale,2020-07-04,False
CUST_00080,Alfred,Baker,judyfox@example.net,South Shanestad,North Carolina,Retail,2025-02-05,True
CUST_00081,Daniel,Gordon,acostaregina@example.net,Stephentown,Arkansas,Wholesale,2023-02-24,True
CUST_00082,Melanie,Simmons,henryrenee@example.org,West Charleneland,Florida,Wholesale,2019-09-05,True
CUST_00083,Claudia,Richards,oscar98@example.com,Wagnerchester,Connecticut,Online,2016-12-11,False
CUST_00084,Melissa,Curtis,russellbeasley@example.com,Mariafurt,Nebraska,Online,2016-08-13,True
CUST_00085,Larry,Edwards,nicholas27@example.org,Port Christopherchester,Connecticut,Wholesale,2021-05-04,True
CUST_00086,Lisa,Hawkins,elizabeth65@example.net,Parrishton,Maine,Wholesale,2025-03-19,True
CUST_00087,Larry,Garcia,ericolson@example.org,Meganstad,Delaware,Retail,2019-09-27,True
CUST_00088,Audrey,Aguirre,lynchdiane@example.net,Anthonyview,Vermont,Online,2020-04-03,True
CUST_00089,Sandra,Bell,mollyknight@example.com,East Joycetown,Colorado,Wholesale,2024-01-10,True
CUST_00090,Jason,Barnes,eric45@example.net,North Ericton,Utah,Online,2016-05-21,True
CUST_00091,Joseph,Stanley,alawson@example.com,Port William,Minnesota,Online,2022-04-25,True
CUST_00092,Daniel,Gregory,trose@example.org,South Tracey,Arkansas,Online,2015-02-17,True
CUST_00093,James,Dougherty,kathrynroberts@example.org,South Julieburgh,Florida,Retail,2021-06-20,True
CUST_00094,Amanda,Hall,charles06@example.org,Morsemouth,Oregon,Retail,2022-04-21,True
CUST_00095,Ashley,Mckinney,zroberts@example.org,Georgemouth,Vermont,Retail,2021-02-26,True
CUST_00096,Christopher,Richard,ryanmorales@example.org,Harrellmouth,Iowa,Online,2020-08-31,True
CUST_00097,Kimberly,Jones,schmidtjames@example.com,Jessicaberg,Kansas,Online,2016-09-30,True
CUST_00098,Dwayne,Gonzalez,kathleenrios@example.org,Marshallshire,Wisconsin,Retail,2024-11-09,True
CUST_00099,Shane,Glass,michelle52@example.com,South Scottport,Louisiana,Online,2025-01-22,True
CUST_00100,Brian,Romero,steven00@example.com,Chaseland,South Carolina,Wholesale,2025-02-08,False
CUST_00101,William,Ford,colelisa@example.net,West Cassidy,North Carolina,Retail,2017-07-26,True
CUST_00102,Susan,Hayes,toni18@example.net,North John,New Hampshire,Wholesale,2022-06-23,True
CUST_00103,Alexandria,Bishop,nathan46@example.com,Erikaton,South Dakota,Wholesale,2026-01-05,True
CUST_00104,Matthew,Rivera,umitchell@example.net,West Christopher,Texas,Online,2017-05-28,True
CUST_00105,Sabrina,Collins,tanderson@example.org,Angelicamouth,Florida,Wholesale,2023-12-15,False
CUST_00106,Clarence,Santiago,andrew42@example.org,Staceyfort,Illinois,Retail,2018-11-08,True
CUST_00107,Zoe,Moore,megan18@example.net,Lake Matthewberg,Rhode Island,Online,2021-05-29,False
CUST_00108,Eric,White,jenniferwilliams@example.com,South Cheryl,Wisconsin,Retail,2022-08-21,True
CUST_00109,Jesus,Allen,mmckee@example.com,Murrayport,Wyoming,Retail,2021-06-30,True
CUST_00110,Wesley,Barnes,lisasolis@example.org,Brettfort,Mississippi,Retail,2024-06-07,False
CUST_00111,Sarah,Dawson,mitchellkathryn@example.com,Whiteheadberg,Nevada,Retail,2016-07-23,False
CUST_00112,Stacey,Walker,bwilkerson@example.com,South Waynebury,Missouri,Wholesale,2016-05-22,True
CUST_00113,Nicholas,Johnson,combsdebra@example.org,North Justin,New Mexico,Wholesale,2017-05-12,True
CUST_00114,Katherine,Harrison,bullockandrew@example.org,New Shelby,Rhode Island,Online,2023-12-24,True
CUST_00115,Rodney,Parsons,kevinwilliams@example.com,Brownfort,Rhode Island,Online,2024-02-13,True
CUST_00116,Allen,Robertson,jennifercarter@example.org,Johnchester,Idaho,Online,2026-04-21,True
CUST_00117,Elizabeth,Mills,carlos88@example.net,South Morganton,South Dakota,Wholesale,2021-07-31,False
CUST_00118,Tina,King,kellycarlos@example.org,Port Bonniemouth,Florida,Retail,2015-10-03,False
CUST_00119,Michael,Morgan,mariacohen@example.net,Welchberg,California,Retail,2022-10-14,True
CUST_00120,Benjamin,Harris,ninastewart@example.com,Haysside,New Mexico,Retail,2019-04-24,True
CUST_00121,Benjamin,Lucas,michael05@example.com,Port Michealfurt,West Virginia,Retail,2022-06-25,True
CUST_00122,Patricia,Hughes,tylerjimenez@example.net,Lauriechester,Colorado,Online,2022-04-29,True
CUST_00123,Carrie,Short,manuel15@example.net,Kirkchester,Hawaii,Wholesale,2022-07-21,True
CUST_00124,Michael,Williams,christina64@example.net,North Emilyfurt,Mississippi,Online,2023-09-24,False
CUST_00125,Laurie,Shelton,thomascathy@example.com,East Carlosstad,Mississippi,Online,2021-07-06,True
CUST_00126,Stacy,Johnson,erikarush@example.com,Hinesshire,Florida,Retail,2024-01-03,True
CUST_00127,Michael,Edwards,john10@example.net,South April,Oklahoma,Wholesale,2017-01-01,True
CUST_00128,Jose,Green,nlewis@example.com,Gonzalezberg,California,Retail,2022-09-09,True
CUST_00129,Gerald,Reeves,cochrantammy@example.com,Jennaside,Ohio,Retail,2019-12-10,True
CUST_00130,Patricia,York,laurahicks@example.org,Port Dominic,New York,Wholesale,2015-06-13,True
CUST_00131,Michael,Armstrong,jlara@example.org,North Kylefort,North Dakota,Wholesale,2021-12-27,True
CUST_00132,Kayla,Morrow,martinezlogan@example.org,Owenshaven,Minnesota,Wholesale,2017-03-08,True
CUST_00133,Natalie,Deleon,katrinaanderson@example.net,Port Davidberg,Maryland,Retail,2017-10-20,True
CUST_00134,Fernando,Donovan,michaeleverett@example.com,West Jamesside,Louisiana,Online,2017-02-16,False
CUST_00135,Colleen,Mendez,shawgary@example.net,East Donna,Washington,Online,2025-04-18,True
CUST_00136,Matthew,Bradshaw,bryananthony@example.org,Debrashire,Nebraska,Wholesale,2025-07-07,True
CUST_00137,Danielle,Jimenez,dawn47@example.org,Evansland,Vermont,Retail,2016-01-08,True
CUST_00138,Eric,Perry,mharris@example.org,Michellemouth,Washington,Retail,2020-11-16,True
CUST_00139,Theresa,Anderson,zachary15@example.org,Martinezmouth,Kansas,Retail,2017-05-25,False
CUST_00140,Colin,Roberts,alin@example.org,Port Mark,Oregon,Retail,2020-04-27,True
CUST_00141,James,Moore,tjimenez@example.com,North Sierrahaven,New Jersey,Online,2019-02-04,True
CUST_00142,Jason,Gomez,campbellcarla@example.net,Mitchelltown,Connecticut,Online,2022-05-01,False
CUST_00143,Dennis,Baker,kathryn50@example.com,New Annastad,Oklahoma,Wholesale,2019-11-29,False
CUST_00144,Charles,Gordon,marcia99@example.org,North Phillip,Michigan,Online,2024-06-28,True
CUST_00145,Sheila,Fischer,carriemorales@example.org,North Derrickmouth,New Mexico,Retail,2023-11-02,False
CUST_00146,Stephen,Obrien,markaustin@example.org,Ewingport,Pennsylvania,Retail,2020-09-21,False
CUST_00147,William,Hicks,terickson@example.com,West Markville,Nebraska,Retail,2024-12-05,True
CUST_00148,Kyle,Roach,carlsonjoseph@example.net,Lake Brett,New Mexico,Wholesale,2017-11-25,True
CUST_00149,Alexandria,Griffith,rhernandez@example.org,New Stacyville,Illinois,Wholesale,2015-04-28,True
CUST_00150,Scott,Barnes,avaughn@example.net,Salaston,Virginia,Online,2017-05-08,True
CUST_00151,April,Hoffman,ufox@example.org,Barrmouth,Ohio,Wholesale,2021-01-10,True
CUST_00152,Erica,Dillon,chelsea33@example.com,Jeffreyport,Wyoming,Online,2019-12-01,True
CUST_00153,Janet,Vaughn,wstewart@example.net,Keithshire,Utah,Retail,2024-03-29,False
CUST_00154,Noah,Baird,stephanie24@example.org,Stephanieland,Minnesota,Retail,2022-07-11,True
CUST_00155,Diana,Burgess,jamesryan@example.net,Derrickshire,Kansas,Wholesale,2019-02-15,True
CUST_00156,Brent,Stein,danawilliams@example.com,Jenniferville,Utah,Retail,2017-05-04,True
CUST_00157,Adam,Pierce,richarddonovan@example.com,Santosport,Massachusetts,Online,2019-11-09,True
CUST_00158,Debbie,Velez,pearsonjesse@example.net,East Robertburgh,Arizona,Wholesale,2021-10-02,True
CUST_00159,Kristin,Lopez,nancy04@example.net,West Justinside,North Dakota,Retail,2023-05-28,False
CUST_00160,Pamela,Anderson,znelson@example.org,Franciscomouth,Tennessee,Wholesale,2019-05-18,True
CUST_00161,Jennifer,Smith,krystal93@example.org,Wilcoxhaven,Massachusetts,Online,2016-06-22,True
CUST_00162,Richard,Davis,thomasboyle@example.org,Patrickmouth,Wisconsin,Online,2019-07-18,True
CUST_00163,Stephanie,Turner,greenmichael@example.org,Lake Davidport,Hawaii,Retail,2021-11-24,True
CUST_00164,Gina,Leblanc,hannah45@example.net,East Susan,New Mexico,Wholesale,2017-08-09,True
CUST_00165,Spencer,Zhang,robert87@example.net,Port John,Wisconsin,Wholesale,2025-02-19,True
CUST_00166,Morgan,Miller,xrice@example.org,North Mariahaven,Illinois,Online,2024-09-28,True
CUST_00167,Amanda,Martin,nwilson@example.net,Davishaven,New Hampshire,Online,2015-12-12,True
CUST_00168,Shawn,Palmer,jelliott@example.com,Jenniferfurt,Kentucky,Wholesale,2015-01-19,True
CUST_00169,Julie,Lane,hendersonisabella@example.net,North Valeriefort,Arizona,Online,2019-11-19,True
CUST_00170,Robert,Mack,ybrooks@example.com,Bennettside,Florida,Online,2026-02-12,True
CUST_00171,Michelle,Wilson,urice@example.org,Port Andrewport,New Jersey,Retail,2024-04-06,True
CUST_00172,Roger,Gray,johnreed@example.com,Lake Kathy,Arizona,Retail,2026-03-26,True
CUST_00173,Robert,Miranda,allencarlos@example.net,South Carlaton,Kansas,Online,2015-10-02,True
CUST_00174,Richard,Young,karenparsons@example.org,Jimshire,Massachusetts,Online,2024-10-28,True
CUST_00175,Carla,Chambers,joel28@example.org,Turnerton,Oklahoma,Retail,2025-01-24,True
CUST_00176,Nichole,Buck,dpeters@example.com,Floydmouth,Vermont,Retail,2022-01-30,False
CUST_00177,Ricky,Evans,karenwells@example.org,Meredithberg,New Jersey,Wholesale,2015-12-25,True
CUST_00178,Anna,Faulkner,paulscott@example.com,South Melanieland,Ohio,Online,2018-03-29,True
CUST_00179,Brett,Bennett,russojacob@example.net,South Jason,Michigan,Online,2020-02-27,False
CUST_00180,Susan,Smith,suzannewilson@example.com,Lake Cassandra,Indiana,Online,2021-09-30,True
CUST_00181,Rose,Arnold,oscar85@example.com,Michaelfort,New Jersey,Wholesale,2016-09-04,True
CUST_00182,Leah,Bowen,robin55@example.com,New Michelleberg,Alaska,Online,2019-06-09,True
CUST_00183,Angela,Silva,mphillips@example.com,South Ashley,Kansas,Retail,2023-06-30,True
CUST_00184,Andrea,Harding,jonathan77@example.com,Lake Laura,Hawaii,Online,2017-05-19,False
CUST_00185,Jennifer,Freeman,warrenmary@example.org,Port Adamberg,South Dakota,Online,2018-12-09,True
CUST_00186,Carlos,Hernandez,williambrooks@example.net,Hopkinstown,Alabama,Retail,2024-01-21,True
CUST_00187,Andrea,Smith,amanda40@example.net,Drakeburgh,Connecticut,Wholesale,2016-08-21,True
CUST_00188,Alice,Allen,lisa46@example.org,Susanmouth,Oregon,Retail,2019-02-20,True
CUST_00189,Veronica,Perez,valdezmichele@example.org,South Nicholasside,New Mexico,Retail,2015-12-15,True
CUST_00190,Dana,Warner,porterryan@example.com,New Samanthabury,Indiana,Online,2024-08-22,True
CUST_00191,Thomas,Williams,cohenjuan@example.net,East Sarahmouth,Alaska,Wholesale,2018-07-11,True
CUST_00192,Brenda,Goodwin,thickman@example.org,New Mary,Missouri,Wholesale,2024-03-12,True
CUST_00193,Martin,Campos,krystalnorris@example.org,Brianchester,Iowa,Online,2016-04-17,True
CUST_00194,Matthew,Mack,unovak@example.org,Kristenmouth,New York,Online,2018-11-18,True
CUST_00195,Michael,Pugh,llopez@example.net,Millerport,Kansas,Retail,2016-04-01,True
CUST_00196,Christopher,Moore,jodistewart@example.org,North Sherrymouth,Mississippi,Online,2019-08-04,True
CUST_00197,Curtis,Miller,jcole@example.net,Garcialand,Minnesota,Wholesale,2024-06-05,True
CUST_00198,Christopher,George,michelle04@example.com,Maxwellside,Kansas,Retail,2024-09-24,True
CUST_00199,Adriana,Jennings,dominicturner@example.com,North Gary,Louisiana,Retail,2022-03-01,True
CUST_00200,Kevin,Patton,johnathan37@example.net,South Daniel,Maryland,Retail,2015-02-12,True
